,en,vn,word_type,word_type_vn
18333,perisyringitis,viêm quanh tuyến mồ hôi,n,danh từ
18334,perisystolic,tiền tâm thu (th),a,tính từ
18335,peritectomy,cắt quanh giác mạc (thth),n,danh từ
18336,peritendineum,mô quanh gân,n,danh từ
18337,peritendinous,quanh gân,a,tính từ
18338,peritenon,bao gân[kiệu sao],n,danh từ
18339,peritenoneum,mô quanh bó gân,n,danh từ
18340,perithecium,"thể quả dạng chai (của nấm, mốc)",n,danh từ
18341,perithelioma,u tế bào quanh huyết quản,n,danh từ
18342,perithoracic,quanh ngực,a,tính từ
18343,peritomy,cắt quanh giác mạc (phẩu thuật viên),n,danh từ
18344,peritoneal,màng bụng (th),a,tính từ
18345,peritonealgia,đau màng bụng,n,danh từ
18346,peritonealize,phủ bằng màng bụng,v,động từ
18347,peritoneocentesis,chọc khoang màng bụng (thth),n,danh từ
18348,peritoneoclysis,truyền dịch khoang màng bụng,n,danh từ
18349,peritoneography,chụp màng bụng (thuật),n,danh từ
18350,peritoneomuscular,màng bụng-cơ (th),a,tính từ
18351,peritoneopathy,bệnh màng bụng,n,danh từ
18352,peritoneopericardial,màng bụng-màng ngoài tim (th),a,tính từ
18353,peritoneopexy,cố định tử cung đường âm đạo (th),n,danh từ
18354,peritoneoplasty,phủ màng bụng (thth),n,danh từ
18355,peritoneoscope,soi màng bụng (dụng cụ),n,danh từ
18356,peritoneoscopy,soi màng bụng (phép),n,danh từ
18357,peritoneotome,khu màng bụng do một rễ thần kinh chi phối,n,danh từ
18358,peritoneotomy,mở màng bụng (thth),n,danh từ
18359,peritoneovenous,tĩnh mạch phúc mạc(th),a,tính từ
18360,peritoneum,"màng bụng, phúc mạc",n,danh từ
18361,peritonism,viêm phúc mạc giả,n,danh từ
18362,peritonitis,"viêm phúc mạc, viêm màng bụng",n,danh từ
18363,peritonization,phủ màng bụng (thth),n,danh từ
18364,peritonize,phủ màng bụng,v,động từ
18365,peritonsillar,quanh amidan,a,tính từ
18366,peritonsillitis,viêm quanh amidan,n,danh từ
18367,peritracheal,quanh khí quản,a,tính từ
18368,peritrochanteric,quanh mấu chuyển,a,tính từ
18369,perityphlic,quanh manh tràng,a,tính từ
18370,perityphlitis,viêm quanh manh tràng,n,danh từ
18371,periumbilical,quanh rốn,a,tính từ
18372,periungual,quanh móng,a,tính từ
18373,periureteritis,viêm quanh niệu quản,n,danh từ
18374,periurethral,quanh niệu đạo,a,tính từ
18375,periurethritis,viêm quanh niệu đạo,n,danh từ
18376,periuterine,quanh tử cung,a,tính từ
18377,periuvular,quanh lưỡi gà,a,tính từ
18378,perivaginal,quanh âm đạo,a,tính từ
18379,perivaginitis,viêm quanh âm đạo,n,danh từ
18380,perivascular,quanh huyết quản,a,tính từ
18381,perivascularity,tình trạng quanh mạch,n,danh từ
18382,perivasculitis,viêm quanh huyết quản,n,danh từ
18383,perivenous,quanh tĩnh mạch,a,tính từ
18384,perivertebral,quanh đốt sống,a,tính từ
18385,perivesical,quanh bàng quang,a,tính từ
18386,perivesicular,quanh túi tinh,a,tính từ
18387,perivesiculitis,viêm quanh túi tinh,n,danh từ
18388,perivisceral,quanh nội tạng,a,tính từ
18389,perivisceritis,viêm quanh nội tạng,n,danh từ
18390,perivitelline,quanh hoàng thể,a,tính từ
18391,perixenitis,viêm quanh dị vật,n,danh từ
18392,perleøche,chốc mép,n,danh từ
18393,permanganate,permanganat,n,danh từ
18394,permeability,thấm (tính),n,danh từ
18395,permeable,thấm,a,tính từ
18396,permease,permease (chất vận chuyển qua màng),n,danh từ
18397,permeation,"thấm qua, ngấm qua (sự). 2. thâm nhập (sự)",n,danh từ
18398,permselectivity,thấm thấu có chọn lọc (tính) [[tuyển bạt thông thấu tính]],n,danh từ
18399,pernasal,qua đường mũi,a,tính từ
18400,perniciosiform,ác tính (dạng),a,tính từ
18401,pernicious,ác tính,a,tính từ
18402,pernio,cước,n,danh từ
18403,pero-,"biến dạng, dị dạng ",suff.,hậu tố
18404,perobrachius,thai nhi dị dạng cánh tay,n,danh từ
18405,perocephalus,thai nhi dị dạng đầu,n,danh từ
18406,perochirus,thai nhi dị dạng bàn tay,n,danh từ
18407,perocormus,thai nhi dị dạng thân,n,danh từ
18408,perodactylus,thai nhi dị dạng ngón,n,danh từ
18409,peromelia,dị dạng chi,n,danh từ
18410,peromelus,thai nhi dị dạng chi,n,danh từ
18411,peronarthrosis,khớp hình yên,n,danh từ
18412,peroneotibial,xương mác-chày (th),a,tính từ
18413,peronia,"phát triển dị dạng (sự), khuyết tật",n,danh từ
18414,peropus,thai nhi dị dạng cẳng-bàn chân,n,danh từ
18415,peroral,"qua miệng, đường uống",a,tính từ
18416,perosomus,thai nhi dị dạng thân,n,danh từ
18417,perosplanchnia,dị dạng nội tạng,n,danh từ
18418,perosseous,qua xương (truyền),n,danh từ
18419,peroxidase,peroxydase,n,danh từ
18420,peroxide,peroxyd,n,danh từ
18421,per rectum,đường trực tràng,a,tính từ
18422,persalt,"muối của peraxit, persalt",n,danh từ
18423,perseveration,"duy trì, tiếp diễn (sự) ; tư duy lập đi lập lại (ch)",n,danh từ
18424,persistence,"tồn lưu (sự), dai dẳng (sự), khoảng tồn tại",n,danh từ
18425,persister,"sinh vật bền vững, sinh vật ổn định",n,danh từ
18426,persona,vẻ ngoài nhân cách,n,danh từ
18427,personality,"nhân cách, cá tính",n,danh từ
18428,-affective personality,khí sắc chu kỳ,disorder,disorder
18429,-antisocial personality,"rối loạn nhân cách dị tính, rối loạn nhân cách phản xã hội",disorder,disorder
18430,-avoidant personality,"rối loạn nhân cách xa lánh, trốn tránh",disorder,disorder
18431,-borderline personality,rối loạn nhân cách ranh giới,disorder,disorder
18432,-cycloid personality,khí sắc chu kỳ,disorder,disorder
18433,-cyclothymic personality,khí sắc chu kỳ,disorder,disorder
18434,-dependent personality,rối loạn nhân cách ỷ lại,disorder,disorder
18435,-explosive personality,rối loạn nhân cách bùng nổ  (bạo phát),disorder,disorder
18436,-epileptoid personality,rối loạn nhân cách dạng động kinh,disorder,disorder
18437,-histrionic personality,rối loạn nhân cách hysteri,disorder,disorder
18438,-multiple personality,rối loạn đa nhân cách,disorder,disorder
18439,-narcissistic personality,rối loạn nhân cách tự luyến,disorder,disorder
18440,-obsessive-compulsive personality,rối loạn nhân cách cưỡng bức,disorder,disorder
18441,-paranoid personality,rối loạn nhân cách paranoia (hoang tưởng),disorder,disorder
18442,-passive aggressive personality,rối loạn nhân cách thụ động-tấn công,disorder,disorder
18443,-sadistic personality,rối loạn nhân cách ngược đãi,disorder,disorder
18444,-schizoid personality,rối loạn nhân cách dạng phân liệt,disorder,disorder
18445,-schizotypal personality,rối loạn nhân cách loại phân liệt,disorder,disorder
18446,-self-defeating personality,rối loạn nhân cách tự chủ bại,disorder,disorder
18447,persuasion,thuyết phục (sự),n,danh từ
18448,persulfate,Persulfat,n,danh từ
18449,persulfide,Persulfur,n,danh từ
18450,pertubation,bơm hơi vòi trứng,n,danh từ
18451,perturbation,"nhiễu loạn, gây rối, phiền nhiễu (sự)",n,danh từ
18452,pertussis,ho gà (bh),n,danh từ
18453,pertussoid,ho gà (dạng),n,danh từ
18454,pervert,"tà dâm (người), lệch lạc tình duc (người)",n,danh từ
18455,pervious,"thấm, thấm qua được",a,tính từ
18456,pes,chân,n,danh từ
18457,peste,dịch hạch (bh),n,danh từ
18458,pesticemia,dịch hạch nhiễm khuẩn huyết (bh),n,danh từ
18459,pesticide,diệt vật gây hại (thuốc),n,danh từ
18460,pestiferous,gây dịch bệnh,a,tính từ
18461,pestilence,"bệnh dịch,bệnh truyền nhiễm  ",n,danh từ
18462,pestilential,"bệnh dịch (th), gây bệnh dịch",a,tính từ
18463,pestis,dịch hạch (bh),n,danh từ
18464,pestle,chày (cái),n,danh từ
18465,pestology,nghiên cứu động vật gây hại (sự),n,danh từ
18466,peta-,-1015,pref.),tiền tố
18467,petal,hướng,suff.),hậu tố
18468,petalobacteria,biện khuẩn,n,danh từ
18469,petiole,cuống (lá),n,danh từ
18470,petiolus,cuống (lá),n,danh từ
18471,petit mal,động kinh nhỏ,n,danh từ
18472,petrichloral,petrichloral,n,danh từ
18473,petrifaction,"hóa thạch, hóa đá",n,danh từ
18474,petroleum,dầu hỏa,n,danh từ
18475,petrolization,rải dầu hỏa (để diệt bọ gậy),n,danh từ
18476,petro-occipital,xương đá-chẩm (th),a,tính từ
18477,petropharyngeus,cơ đá hầu,n,danh từ
18478,petrosal,xương đá (th),a,tính từ
18479,petrosalpingostaphylinus,cơ nâng màn hầu trong trong,n,danh từ
18480,petrosectomy,cắt bỏ xương đá (thth),n,danh từ
18481,petrositis,viêm xương đá,n,danh từ
18482,petrosphenoid,xương đá-bướm (th),a,tính từ
18483,petrous,xương đá,a,tính từ
18484,pettymorrel,"thổ đương quy, cuồng (cây)",n,danh từ
18485,pexic,cố định (th),a,tính từ
18486,pexy,cố định,suff.),hậu tố
18487,phacoanaphylaxis,quá mẫn với thủy tinh thể (sự),n,danh từ
18488,phacocele,thoát vị thủy tinh thể,n,danh từ
18489,phacocyst,bao thủy tinh thể,n,danh từ
18490,phacocystectomy,cắt bỏ bao thủy tinh thể (thth),n,danh từ
18491,phacocystitis,viêm bao thủy tinh thể,n,danh từ
18492,phacoemulsification,nhũ hóa thủy tinh thể (phép); lấy thủy tinh thể bằng phương pháp hút,n,danh từ
18493,phacoerysis,hút thủy tinh thể (thth),n,danh từ
18494,phacoglaucoma,biến đổi thủy tinh thể do glôcôm (sự),n,danh từ
18495,phacoid,dạng thủy tinh thể ;  hình thấu kính,a,tính từ
18496,phacolysin,phacolysin,n,danh từ
18497,phacolytic,tiêu thủy tinh thể,a,tính từ
18498,phacomalacia,nhuyễn thủy tinh thể,n,danh từ
18499,phacometer,thấu tính kế,n,danh từ
18500,phacopalingenesis,tái tạo thủy tinh thể,n,danh từ
18501,phacoplanesis,di động thủy tinh thể (sự),n,danh từ
18502,phacosclerosis,xơ cứng thủy tinh thể,n,danh từ
18503,phacoscope,kính quan sát thủy tinh thể,n,danh từ
18504,phacoscopy,quan sát thủy tinh thể (sự),n,danh từ
18505,phacoscotasmus,đục thủy tinh thể,n,danh từ
18506,phacotoxic,độc  hại tủy tinh thể,a,tính từ
18507,phaeohyphomycosis,nhiễm nấm nhện đen,n,danh từ
18508,phage,"phage, thực khuẩn thể",n,danh từ
18509,phage,"thực, ăn, hủy",suff.),hậu tố
18510,phagedena,"loét sâu rộng, sâu quảng",n,danh từ
18511,phagedenic,loét sâu rộng,a,tính từ
18512,phagocytable,khả năng thực bào,a,tính từ
18513,phagocytin,thực bào tố,n,danh từ
18514,phagocytoblast,nguyên thực bào,n,danh từ
18515,phagocytose,thực bào,v,động từ
18516,phagological,"thực khuẩn thể (th), phage (th)",a,tính từ
18517,phagology,thực khuẩn thể học,n,danh từ
18518,phagolysosome,"thể tiêu bào thứ cấp, thể thực bào ",n,danh từ
18519,phagomania,tham thực (thói),n,danh từ
18520,phagophobia,sợ ăn (ch),n,danh từ
18521,phagoplasm,thực bào tương,n,danh từ
18522,phagosome,thể thực bào,n,danh từ
18523,phagotroph,thể dinh dưỡng kiểu động vật,n,danh từ
18524,phagotrophic,dinh dưỡng kiểu động vật,a,tính từ
18525,phagotype,"típ phage, típ thực khuẩn thể",n,danh từ
18526,phakitis,viêm thủy tinh thể,n,danh từ
18527,phakoma,u võng mạc,n,danh từ
18528,phakomatosis,"hội chứng thần kinh-da, hội chứng u thần kinh da ngoại bì",n,danh từ
18529,phalang,đốt ngón,o)- pref.,tiền tố
18530,phalangeal,đốt ngón (th),a,tính từ
18531,phalangectomy,cắt bỏ đốt ngón (thth),n,danh từ
18532,phalangette,đốt cuối của ngón,n,danh từ
18533,phalangitis,viêm đốt ngón,n,danh từ
18534,phalangization,tạo hình đốt giả (thth),n,danh từ
18535,phalangophalangeal,hai đốt kề nhau (th),a,tính từ
18536,phalangosis,hai hàng lông mi (tật),n,danh từ
18537,phalanx,đốt ngón,n,danh từ
18538,phallalgia,đau dương vật (ch),n,danh từ
18539,phallanastrophe,dương vật xoắn lên,n,danh từ
18540,phallaneurysm,phình mạch dương vật,n,danh từ
18541,phallectomy,cắt bỏ dương vật (thth),n,danh từ
18542,phallic,dương vật (th),a,tính từ
18543,phalliform,hình dương vật,a,tính từ
18544,phallin,phallin (một chất độc nấm),n,danh từ
18545,phallitis,viêm dương vật,n,danh từ
18546,phallocampsis,cong dương vật (ch) (khi cương),n,danh từ
18547,phallocrypsis,co rút dương vật (ch),n,danh từ
18548,phallodynia,đau dương vật (ch),n,danh từ
18549,phalloid,dạng dương vật,a,tính từ
18550,phalloncus,sưng dương vật,n,danh từ
18551,phalloplasty,tạo hình dương vật (thth),n,danh từ
18552,phallorrhagia,xuất huyết dương vật,n,danh từ
18553,ssphallotomy,mở  dương vật (thth),n,danh từ
18554,phallus,dương vật,n,danh từ
18555,phanerogam,"thực vật hoa hiện, cây có hoa",n,danh từ
18556,phaneroplasm,"[[minh thể, minh chất]]",n,danh từ
18557,phaneroscope,soi da (dụng cụ),n,danh từ
18558,phaneroscopy,soi da (phép),n,danh từ
18559,phanerosis,"hiển hiện, hiễn hình (sự)",n,danh từ
18560,phantasm,"ảo tượng, ảo giác  ",n,danh từ
18561,phantogeusia,"vị giác ảo, ảo vị",n,danh từ
18562,phantosmia,"khứu giác ảo, ảo khứu",n,danh từ
18563,pharcidous,nhăn nheo,a,tính từ
18564,pharmacal,dược (th); dược chất (th) ; dược học (th),a,tính từ
18565,pharmaceutic,dược hoc (th) ; bào chế dược (th) ; dược dụng,a,tính từ
18566,"pharmaceutist,pharmacist",dược sĩ,n,danh từ
18567,pharmaco-,dược,pref.),tiền tố
18568,pharmacoangiography,chụp huyết quản có dùng thuốc,n,danh từ
18569,pharmacochemistry,hóa dược,n,danh từ
18570,pharmacodiagnosis,dược chẩn đoán,n,danh từ
18571,pharmacoeconomics,kinh tế học dụng thuốc,n,danh từ
18572,pharmacoendocrinology,dược nội tiết học,n,danh từ
18573,pharmacogenetics,dược di truyền học,n,danh từ
18574,pharmacography,mô tả dược (sự),n,danh từ
18575,pharmacokinetics,dược động học,n,danh từ
18576,pharmacologist,nhà dược lý học,n,danh từ
18577,pharmacomania,thói quen dùng thuốc,n,danh từ
18578,pharmacometrics,trắc lượng học dược chất,n,danh từ
18579,pharmacon,"thuốc, dược chất",n,danh từ
18580,pharmaco-oryctology,khoáng dược học,n,danh từ
18581,pharmacophilia,nghiện dùng thuốc (ch),a,tính từ
18582,pharmacophobia,sợ dùng thuốc (ch),n,danh từ
18583,pharmacophore,nhóm nguyên tử  hiệu nghiệm dược,n,danh từ
18584,pharmacopsychosis,bệnh loạn thần do dược chất,n,danh từ
18585,pharmacoradiography,kiểm tra X quang có dùng thuốc (phép),n,danh từ
18586,pharmacotherapeutics,"[dược đièu trị học],dược học trong điều trị",n,danh từ
18587,pharmacotherapy,dược liệu pháp,n,danh từ
18588,pharmacy,"dược học, bào chế dược, phân phối dược, dược hiệu",n,danh từ
18589,pharyngalgia,đau họng (ch),n,danh từ
18590,pharyngeal,"họng, hầu (th)",a,tính từ
18591,pharyngectomy,cắt bỏ một phần hầu (họng) (thth),n,danh từ
18592,pharyngemphraxis,tắc họng,n,danh từ
18593,pharyngitic,viêm hầu (họng) (th),a,tính từ
18594,pharyngitid,phát ban do viêm họng,n,danh từ
18595,pharyngitis,viêm hầu (họng),n,danh từ
18596,pharyngoamygdalitis,viêm họng amiđan,n,danh từ
18597,pharyngocele,thoát vị hầu (họng),n,danh từ
18598,pharyngoconjunctivitis,viêm họng-kết mạc,n) T,n) T
18599,pharyngodynia,đau họng (ch),n,danh từ
18600,pharyngoesophageal,hầu-thực quản (th),a,tính từ
18601,pharyngoglossal,hầu-lưỡi (th),a,tính từ
18602,pharyngoglossus,sợi cơ hầu-lưỡi,n,danh từ
18603,pharyngokeratosis,sừng hóa hầu,n,danh từ
18604,pharyngolaryngeal,hầu-thanh quản (th),a,tính từ
18605,pharyngolaryngitis,viêm họng-thanh quản,n,danh từ
18606,pharyngolith,sỏi hầu,n,danh từ
18607,pharyngology,khoa họng,n,danh từ
18608,pharyngolysis,liệt hầu (họng),n,danh từ
18609,pharyngomaxillary,họng-hàm (th),a,tính từ
18610,pharyngomycosis,nấm họng (bh),n,danh từ
18611,pharyngonasal,họng-mũi (th),a,tính từ
18612,pharyngo-oral,họng-miệng (th),a,tính từ
18613,pharyngopalatine,"họng-vòm miệng (th), hầu-khẩu cái (th)",a,tính từ
